ai_correct,ai_decision_time,ai_final_slider_display_time,ai_reliability,ai_rt,ai_slider_display_time,ai_slider_value,block,block_duration_minutes,block_duration_seconds,block_end_time,block_start_time,decision_onset_time,euclidean_ai_to_truth,euclidean_participant_to_ai,euclidean_participant_to_truth,final_answer,ground_truth,image_onset,image_path,is_studied,outcome_time,participant_accuracy,participant_commit_time,participant_first,participant_rt,participant_slider_click_times,participant_slider_decision_onset_time,participant_slider_stop_time,participant_slider_timeout,participant_slider_value,phase,points_earned,switch_commit_time,switch_rt,switch_stay_decision,switch_timeout,trial,trial_type,used_ai_answer
True,1770761714.8558507,1770761717.1659613,0.75,2.114985347262584,1770761716.8681781,0.4429719397197289,1,2.136907637119293,128.2144582271576,1770761749.4832785,1770761621.2688203,1770761719.67225,0.4429719397197289,0.4360274952752845,0.006944444444444432,0.006944444444444432,0.0,1770761713.8542814,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FOOD\Hotdog\Image_035.jpg,True,1770761720.8205335,True,1770761719.5018945,False,0.9786875247955322,1770761718.8664541,1770761718.8664541,1770761718.8664541,False,0.006944444444444432,recognition,0.9930555555555556,1770761720.819533,1.1472830772399902,stay,False,8,studied,False
True,1770761728.1005776,1770761731.2734656,0.75,3.051900251409269,1770761730.6571832,0.4064908983470849,1,2.136907637119293,128.2144582271576,1770761749.4832785,1770761621.2688203,1770761732.7061782,0.4064908983470849,0.3949168242730109,0.011574074074074034,0.011574074074074034,0.0,1770761724.201909,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEHICLE\Van\Image_100.jpg,True,1770761733.801344,True,1770761728.0995717,True,2.795858144760132,"1770761727.4882023,1770761727.5371182",1770761727.4882023,1770761727.5371182,False,0.011574074074074034,recognition,0.9884259259259259,1770761733.7998307,1.0936524868011475,stay,False,9,studied,False
True,1770761740.8213274,1770761743.1754656,0.75,2.2926040995177988,1770761742.841152,0.8465902479075559,1,2.136907637119293,128.2144582271576,1770761749.4832785,1770761621.2688203,1770761744.5719867,0.15340975209244412,0.8164976553149633,0.9699074074074074,0.8465902479075559,1.0,1770761736.769071,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\INSECT\Moth\Lure_059.jpg,False,1770761745.7758331,True,1770761740.8203175,True,2.9323506355285645,1770761739.993755,1770761739.993755,1770761739.993755,False,0.030092592592592556,recognition,0.8465902479075559,1770761745.7747111,1.2027244567871094,switch,False,10,lure,True
True,1770761778.251607,1770761782.7787116,0.75,4.4309036709447005,1770761781.774862,0.6965939628204312,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761785.7557588,0.3034060371795688,0.6711309998574683,0.9745370370370371,0.025462962962962955,1.0,1770761777.2500167,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\BIRD\Hummingbird\Lure_026.jpg,False,1770761786.2319179,False,1770761785.6069694,False,1.4897453784942627,1770761784.759446,1770761784.759446,1770761784.759446,False,0.025462962962962955,recognition,0.02546296296296291,1770761786.2300239,0.47426509857177734,stay,False,1,lure,False
False,1770761791.93369,1770761793.6007032,0.75,1.4292696254601762,1770761793.299835,0.6337652485032107,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761794.9962943,0.6337652485032107,0.6268208040587663,0.006944444444444432,0.006944444444444432,0.0,1770761789.504061,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\bigobject\Mailbox\Image_019.jpg,True,1770761795.7771232,True,1770761791.93369,True,1.3099875450134277,1770761791.327142,1770761791.327142,1770761791.327142,False,0.006944444444444432,recognition,0.9930555555555556,1770761795.7771232,0.7808289527893066,stay,False,2,studied,False
True,1770761800.0727677,1770761802.256509,0.75,1.9897638800697877,1770761801.9596508,0.38512781073784097,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761804.9054644,0.38512781073784097,0.37355373666376696,0.011574074074074034,0.011574074074074034,0.0,1770761799.071261,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\biganimal\Alligator\Image_001.jpg,True,1770761805.9773667,True,1770761804.6947749,False,1.103266716003418,1770761804.1389344,1770761804.1389344,1770761804.1389344,False,0.011574074074074034,recognition,0.9884259259259259,1770761805.9761095,1.0706450939178467,stay,False,3,studied,False
True,1770761810.0432484,1770761811.6665313,0.75,1.3228616273334848,1770761811.375306,0.28956182419560517,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761814.1219223,0.28956182419560517,0.2640988612326422,0.025462962962962955,0.025462962962962955,0.0,1770761809.042529,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallobject\Blender\Image_073.jpg,True,1770761815.1334999,True,1770761813.9600277,False,0.9618384838104248,"1770761813.0847807,1770761813.3173454",1770761813.0847807,1770761813.3173454,False,0.025462962962962955,recognition,0.9745370370370371,1770761815.1325052,1.0105829238891602,stay,False,4,studied,False
False,1770761820.9536407,1770761823.107715,0.75,2.0260130935363274,1770761822.8238454,0.6519107201840046,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761824.5228262,0.6519107201840046,0.6310773868506714,0.020833333333333294,0.020833333333333294,0.0,1770761818.2748575,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallanimal\Beaver\Image_061.jpg,True,1770761825.32569,True,1770761820.9536407,True,1.5778753757476807,1770761820.2575607,1770761820.2575607,1770761820.2575607,False,0.020833333333333294,recognition,0.9791666666666667,1770761825.32569,0.8028638362884521,stay,False,5,studied,False
True,1770761831.679237,1770761833.4323385,0.75,1.4706187920767133,1770761833.132658,0.42309590039560363,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761834.8136346,0.42309590039560363,0.39763293743264067,0.025462962962962955,0.025462962962962955,0.0,1770761828.7151763,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FRUIT\Blueberry\Image_043.jpg,True,1770761835.2248752,True,1770761831.6782367,True,1.8473358154296875,1770761831.0278988,1770761831.0278988,1770761831.0278988,False,0.025462962962962955,recognition,0.9745370370370371,1770761835.2248752,0.4112405776977539,stay,False,6,studied,False
True,1770761840.8591318,1770761843.169424,0.75,2.240022138969059,1770761842.8616378,0.8669069197357668,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761844.6228461,0.13309308026423317,0.10994493211608514,0.02314814814814803,0.976851851851852,1.0,1770761838.2238436,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\INSECT\Bug\Lure_054.jpg,False,1770761845.076472,True,1770761840.8591318,True,1.4976272583007812,1770761839.958383,1770761839.958383,1770761839.958383,False,0.976851851851852,recognition,0.976851851851852,1770761845.076472,0.4536259174346924,stay,False,7,lure,False
True,1770761851.9220355,1770761853.6266499,0.75,1.4139374477925628,1770761853.3239083,0.9531628791552188,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761855.055516,0.0468371208447812,0.0375778615855219,0.0092592592592593,0.9907407407407407,1.0,1770761848.1914937,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEGETABLE\Bean\Lure_085.jpg,False,1770761855.5830407,True,1770761851.918741,True,2.607604503631592,1770761850.9447792,1770761850.9447792,1770761850.9447792,False,0.9907407407407407,recognition,0.9907407407407407,1770761855.5830407,0.5275247097015381,stay,False,8,lure,False
True,1770761859.9452646,1770761861.9240568,0.75,1.7819184172156444,1770761861.6229906,0.9240931613171658,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761864.5468702,0.07590683868283421,0.06896239423838979,0.00694444444444442,0.9930555555555556,1.0,1770761858.9440577,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FOOD\Pizza\Lure_039.jpg,False,1770761865.3019984,True,1770761864.4031682,False,1.1378400325775146,1770761863.7582822,1770761863.7582822,1770761863.7582822,False,0.9930555555555556,recognition,0.9930555555555556,1770761865.301025,0.7541546821594238,stay,False,9,lure,False
True,1770761869.5376935,1770761871.2021337,0.75,1.272144101806136,1770761870.8985398,0.9305143751063947,2,2.057577379544576,123.45464277267456,1770761881.0570462,1770761757.6024034,1770761874.297077,0.06948562489360532,0.055596736004716485,0.01388888888888884,0.9861111111111112,1.0,1770761868.536351,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEHICLE\Boat\Lure_093.jpg,False,1770761875.466664,True,1770761874.1202526,False,1.5732386112213135,1770761873.1213427,1770761873.1213427,1770761873.1213427,False,0.9861111111111112,recognition,0.9861111111111112,1770761875.465664,1.1685869693756104,stay,False,10,lure,False
True,1770761907.7720327,1770761910.3183358,0.75,2.4549071639864577,1770761909.915642,0.35251500557294063,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761911.713908,0.35251500557294063,0.32010759816553325,0.032407407407407385,0.032407407407407385,0.0,1770761905.12727,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEHICLE\Bike\Image_092.jpg,True,1770761912.648537,True,1770761907.7710335,True,1.5021474361419678,1770761907.1360059,1770761907.1360059,1770761907.1360059,False,0.032407407407407385,recognition,0.9675925925925926,1770761912.6475291,0.9336211681365967,stay,False,1,studied,False
True,1770761917.066175,1770761918.7568517,0.75,1.2705793881462202,1770761918.4572911,0.2585420845979515,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761921.3475852,0.2585420845979515,0.25391245496832193,0.004629629629629602,0.004629629629629602,0.0,1770761916.0658486,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallobject\Camera\Image_074.jpg,True,1770761922.047322,True,1770761921.2208374,False,1.1377551555633545,1770761920.5346699,1770761920.5346699,1770761920.5346699,False,0.004629629629629602,recognition,0.9953703703703703,1770761922.046322,0.6987369060516357,stay,False,2,studied,False
True,1770761927.485688,1770761929.548248,0.75,1.8624562433029963,1770761929.2503464,0.4039361426486799,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761930.9488175,0.4039361426486799,0.4016213278338651,0.002314814814814772,0.002314814814814772,0.0,1770761925.0434625,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\biganimal\Horse\Image_008.jpg,True,1770761931.4246783,True,1770761927.4846876,True,1.303797960281372,1770761926.8829348,1770761926.8829348,1770761926.8829348,False,0.002314814814814772,recognition,0.9976851851851852,1770761931.4246783,0.4758608341217041,stay,False,3,studied,False
True,1770761937.6626642,1770761939.8990698,0.75,2.098459971107052,1770761939.6012754,0.9114221908723813,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761941.3143883,0.0885778091276187,0.07468892023872986,0.01388888888888884,0.9861111111111112,1.0,1770761934.7081223,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\bigobject\coatrack\Lure_015.jpg,False,1770761942.0212219,True,1770761937.6616642,True,1.853278398513794,1770761936.8589609,1770761936.8589609,1770761936.8589609,False,0.9861111111111112,recognition,0.9861111111111112,1770761942.0181272,0.7037389278411865,stay,False,4,lure,False
False,1770761946.39112,1770761948.0914748,0.75,1.3919379877552207,1770761947.8091087,0.1318084293158584,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761950.9968405,0.8681915706841417,0.8681915706841417,0.0,1.0,1.0,1770761945.3899472,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FRUIT\Mulberry\Lure_045.jpg,False,1770761952.1049297,True,1770761950.8201823,False,1.387690544128418,1770761950.0409136,1770761950.0409136,1770761950.0409136,False,1.0,recognition,1.0,1770761952.10393,1.1070895195007324,stay,False,5,lure,False
True,1770761958.1673286,1770761959.8814692,0.75,1.4796393755320079,1770761959.5996273,0.7924482445877994,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761961.2997174,0.2075517554122006,0.1913480517084969,0.01620370370370372,0.9837962962962963,1.0,1770761955.4576273,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallanimal\Cat\Lure_062.jpg,False,1770761962.2153127,True,1770761958.1673286,True,1.559351921081543,"1770761957.3954337,1770761957.5720377",1770761957.3954337,1770761957.5720377,False,0.9837962962962963,recognition,0.9837962962962963,1770761962.2137764,0.9140589237213135,stay,False,6,lure,False
True,1770761968.1513228,1770761969.9067416,0.75,1.53932307004248,1770761969.623141,0.8098319462837167,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761971.306117,0.19016805371628331,0.16239027593850563,0.02777777777777768,0.9722222222222223,1.0,1770761965.182619,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FOOD\Pasta\Lure_037.jpg,False,1770761971.9421282,True,1770761968.1513228,True,1.8627338409423828,1770761967.2750852,1770761967.2750852,1770761967.2750852,False,0.9722222222222223,recognition,0.9722222222222223,1770761971.9416232,0.6355061531066895,stay,False,7,lure,False
True,1770761976.2673504,1770761978.495971,0.75,2.11723645779285,1770761978.1904757,0.4200222483380149,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761981.0648594,0.4200222483380149,0.4153926187083853,0.004629629629629602,0.004629629629629602,0.0,1770761975.2664423,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\BIRD\Duck\Image_022.jpg,True,1770761981.6723585,True,1770761980.9070559,False,1.054856777191162,1770761980.2091923,1770761980.2091923,1770761980.2091923,False,0.004629629629629602,recognition,0.9953703703703703,1770761981.671358,0.6064987182617188,stay,False,8,studied,False
True,1770761986.126338,1770761987.5743918,0.75,1.1015998142924541,1770761987.2903583,0.41384271529849165,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770761990.5807512,0.41384271529849165,0.3768056782614546,0.03703703703703705,0.03703703703703705,0.0,1770761985.1263597,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\INSECT\Wasp\Image_060.jpg,True,1770761991.4499812,True,1770761990.4173894,False,1.4856626987457275,1770761989.2894034,1770761989.2894034,1770761989.2894034,False,0.03703703703703705,recognition,0.9629629629629629,1770761991.4499812,0.8692300319671631,stay,False,9,studied,False
False,1770761995.8470907,1770761997.8495336,0.75,1.761836570654908,1770761997.5646062,0.14686812868292345,3,2.033586649099986,122.01519894599915,1770762007.0571153,1770761885.0419164,1770762001.0556896,0.8531318713170766,0.1352940546088494,0.9884259259259259,0.011574074074074034,1.0,1770761994.8466153,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEGETABLE\Avocado\Lure_083.jpg,False,1770762001.8462963,False,1770762000.8661602,False,1.6805064678192139,1770762000.3174503,1770762000.3174503,1770762000.3174503,False,0.011574074074074034,recognition,0.01157407407407407,1770762001.8452811,0.7895915508270264,stay,False,10,lure,False
False,1770762038.65425,1770762040.9002824,0.25,2.041214724161196,1770762040.5991488,0.59894961279373,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762042.297678,0.59894961279373,0.5966347979789153,0.002314814814814772,0.002314814814814772,0.0,1770762035.790425,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FOOD\icecream\Image_036.jpg,True,1770762042.7589293,True,1770762038.6532493,True,1.7579870223999023,"1770762037.8439522,1770762038.092409",1770762037.8439522,1770762038.092409,False,0.002314814814814772,recognition,0.9976851851851852,1770762042.7589293,0.46125125885009766,stay,False,1,studied,False
False,1770762046.8081307,1770762048.3567107,0.25,1.0726911140053867,1770762048.0617585,0.7110449966471717,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762051.0299852,0.7110449966471717,0.6971561077582829,0.013888888888888864,0.013888888888888864,0.0,1770762045.8075557,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallanimal\Groundhog\Image_065.jpg,True,1770762052.4582288,True,1770762050.8593802,False,1.1589527130126953,1770762050.1759121,1770762050.1759121,1770762050.1759121,False,0.013888888888888864,recognition,0.9861111111111112,1770762052.4582288,1.428243637084961,stay,False,2,studied,False
True,1770762058.6523843,1770762060.3661494,0.25,1.5318471799342235,1770762060.1000578,0.8101768479569618,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762061.7636065,0.18982315204303823,0.7916583294384433,0.9814814814814815,0.018518518518518524,1.0,1770762055.3909276,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\biganimal\Zebra\Lure_010.jpg,False,1770762062.3352628,False,1770762058.6513844,True,2.1237902641296387,1770762057.9422734,1770762057.9422734,1770762057.9422734,False,0.018518518518518524,recognition,0.01851851851851849,1770762062.3352628,0.5716562271118164,stay,False,3,lure,False
True,1770762069.2150111,1770762070.9583466,0.25,1.406204071147576,1770762070.6737134,0.41323844587103853,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762072.3736687,0.41323844587103853,0.3900902977228904,0.023148148148148126,0.023148148148148126,0.0,1770762065.622991,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEGETABLE\Squash\Image_090.jpg,True,1770762072.971877,True,1770762069.2150111,True,2.5244224071502686,1770762068.6025944,1770762068.6025944,1770762068.6025944,False,0.023148148148148126,recognition,0.9768518518518519,1770762072.9708781,0.5972094535827637,stay,False,4,studied,False
False,1770762077.0591178,1770762080.342901,0.25,3.1849780050820855,1770762079.7365847,0.21266310658486326,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762082.514448,0.7873368934151368,0.782707263785507,0.00462962962962965,0.9953703703703703,1.0,1770762076.0570436,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FRUIT\Peach\Lure_047.jpg,False,1770762083.525243,True,1770762082.384486,False,0.7312428951263428,1770762081.6848536,1770762081.6848536,1770762081.6848536,False,0.9953703703703703,recognition,0.9953703703703703,1770762083.52425,1.0098021030426025,stay,False,5,lure,False
False,1770762087.9689016,1770762089.2569747,0.25,0.8369109017027961,1770762088.9891024,0.26333201917303384,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762092.214262,0.7366679808269662,0.7274087215677069,0.0092592592592593,0.9907407407407407,1.0,1770762086.9663732,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\INSECT\Bee\Lure_052.jpg,False,1770762092.9210362,True,1770762092.0842206,False,1.5092535018920898,1770762091.4486594,1770762091.4486594,1770762091.4486594,False,0.9907407407407407,recognition,0.9907407407407407,1770762092.9180348,0.703772783279419,stay,False,6,lure,False
False,1770762096.8614852,1770762098.7738388,0.25,1.6707374605723369,1770762098.4909427,0.0599567455313058,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762101.7968814,0.9400432544686942,0.9261543655798053,0.01388888888888884,0.9861111111111112,1.0,1770762095.8602738,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\BIRD\Penguin\Lure_030.jpg,False,1770762102.3442123,True,1770762101.5675473,False,1.461637258529663,1770762100.841269,1770762100.841269,1770762100.841269,False,0.9861111111111112,recognition,0.9861111111111112,1770762102.3432128,0.5463314056396484,stay,False,7,lure,False
False,1770762106.753623,1770762108.9485626,0.25,2.097347582527988,1770762108.6492605,0.7115405308147922,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762111.4730823,0.7115405308147922,0.7069109011851625,0.004629629629629602,0.004629629629629602,0.0,1770762105.7520108,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallobject\Lamp\Image_080.jpg,True,1770762112.1138868,True,1770762111.3442268,False,1.0167832374572754,1770762110.5876188,1770762110.5876188,1770762110.5876188,False,0.004629629629629602,recognition,0.9953703703703703,1770762112.1108875,0.6378052234649658,stay,False,8,studied,False
False,1770762118.204976,1770762120.6209087,0.25,2.337223446675816,1770762120.2585237,0.7493047798528804,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762122.0236313,0.7493047798528804,0.7493047798528804,0.0,0.0,0.0,1770762115.2917407,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEHICLE\cruiseship\Image_096.jpg,True,1770762122.5712295,True,1770762118.2039795,True,1.8077876567840576,"1770762117.118739,1770762117.3927803",1770762117.118739,1770762117.3927803,False,0.0,recognition,1.0,1770762122.5702293,0.546597957611084,stay,False,9,studied,False
False,1770762129.5673938,1770762131.1163454,0.25,1.189188190651545,1770762130.8188014,0.08192075894268525,4,2.0731685678164165,124.39011406898499,1770762139.9326615,1770762015.5425475,1770762132.514297,0.9180792410573148,0.9157644262425,0.0023148148148147696,0.9976851851851852,1.0,1770762125.7745874,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\bigobject\Phonebooth\Lure_020.jpg,False,1770762133.4583514,True,1770762129.5664084,True,2.6878161430358887,"1770762127.3622422,1770762127.8374226",1770762127.3622422,1770762127.8374226,False,0.9976851851851852,recognition,0.9976851851851852,1770762133.4583514,0.944054365158081,stay,False,10,lure,False
False,1770762171.625646,1770762173.7158413,0.25,1.9149925849843978,1770762173.4316533,0.0035073037702993692,5,2.1390435417493183,128.3426125049591,1770762278.2501016,1770762149.907489,1770762177.2140043,0.9964926962297006,0.9872334369704413,0.0092592592592593,0.9907407407407407,1.0,1770762170.6239297,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEGETABLE\Arugula\Lure_081.jpg,False,1770762177.815797,True,1770762177.0204115,False,1.9575791358947754,1770762176.3183734,1770762176.3183734,1770762176.3183734,False,0.9907407407407407,recognition,0.9907407407407407,1770762177.815797,0.6017928123474121,stay,False,1,lure,False
