ai_correct,ai_decision_time,ai_final_slider_display_time,ai_reliability,ai_rt,ai_slider_display_time,ai_slider_value,block,block_duration_minutes,block_duration_seconds,block_end_time,block_start_time,euclidean_ai_to_truth,euclidean_participant_to_ai,euclidean_participant_to_truth,final_answer,ground_truth,image_path,is_studied,outcome_trigger,participant_accuracy,participant_commit_time,participant_commit_trigger,participant_first,participant_rt,participant_slider_click_times,participant_slider_decision_onset_time,participant_slider_stop_time,participant_slider_timeout,participant_slider_value,partner_rating_complete_trigger,partner_rating_onset_trigger,partner_slider_settled_trigger,phase,points_earned,recognition_fixation_offset_trigger,recognition_fixation_onset_trigger,recognition_image_offset_trigger,recognition_image_onset_trigger,switch_commit_time,switch_rt,switch_stay_decision,switch_stay_response_trigger,switch_stay_trigger,switch_timeout,trial,trial_type,used_ai_answer
False,1771260816.1279094,1771260818.7598372,0.75,2.512199881659272,1771260818.3183105,0.40172885705686967,1,2.6213709155718488,157.2822549343109,1771260853.4758942,1771260696.1936393,0.5982711429431303,0.5778718373875749,0.02039930555555547,0.9796006944444445,1.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEHICLE\Bike\Lure_092.jpg,False,1771260823.5710957,True,1771260822.0347757,1771260822.0065958,False,1.9565775394439697,1771260821.2431233,1771260821.2431233,1771260821.2431233,False,0.9796006944444445,1771260819.46635,1771260816.2554371,1771260818.3298264,recognition,0.9796006944444445,1771260815.0597522,1771260814.5376332,1771260816.1089752,1771260815.0881019,1771260823.4837432,1.2462985515594482,stay,1771260823.459501,1771260822.2197847,False,8,lure,False
True,1771260829.9046469,1771260831.7476444,0.75,1.6347584127588488,1771260831.4585936,0.022911345771143954,1,2.6213709155718488,157.2822549343109,1771260853.4758942,1771260696.1936393,0.022911345771143954,0.0018282375621893748,0.02473958333333333,0.02473958333333333,0.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\BIRD\Goose\Image_024.jpg,True,1771260834.1680841,True,1771260829.9046469,1771260829.8812606,True,1.876755714416504,1771260829.0412576,1771260829.0412576,1771260829.0412576,False,0.02473958333333333,1771260832.4379897,1771260830.003957,1771260831.4716046,recognition,0.9752604166666666,1771260826.8388073,1771260826.3263912,1771260827.8918166,1771260826.8680296,1771260834.0829294,0.9336023330688477,stay,1771260834.0633733,1771260833.1315136,False,9,studied,False
True,1771260842.3813834,1771260845.340341,0.75,2.8551296826377572,1771260844.803091,0.9964738668586686,1,2.6213709155718488,157.2822549343109,1771260853.4758942,1771260696.1936393,0.0035261331413314334,0.038574561303112986,0.04210069444444442,0.9964738668586686,1.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\INSECT\Caterpillar\Lure_056.jpg,False,1771260848.2421422,True,1771260842.3803675,1771260842.3592622,True,3.657777786254883,1771260841.7039685,1771260841.7039685,1771260841.7039685,False,0.9578993055555556,1771260846.051431,1771260842.486516,1771260844.8155475,recognition,0.9964738668586686,1771260837.5554519,1771260837.041005,1771260838.607437,1771260837.5838969,1771260848.1151361,1.3657400608062744,switch,1771260848.0879734,1771260846.7323396,False,10,lure,True
True,1771260879.9718876,1771260881.3548899,0.75,0.9680997246009455,1771260881.0555267,0.8615932810514667,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.1384067189485333,0.1028164411707555,0.03559027777777779,0.9644097222222222,1.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallanimal\Dog\Lure_063.jpg,False,1771260883.9662473,True,1771260879.9708836,1771260879.9519305,True,1.7859184741973877,1771260879.361514,1771260879.361514,1771260879.361514,False,0.9644097222222222,1771260882.071576,1771260880.071651,1771260881.0655494,recognition,0.9644097222222222,1771260876.9831204,1771260876.4605355,1771260878.0338752,1771260877.0118718,1771260883.9230611,1.1621229648590088,stay,1771260883.8940082,1771260882.7448971,False,1,lure,False
False,1771260891.341856,1771260893.3508875,0.75,1.8769940784601806,1771260893.0412445,0.5302666865261264,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.5302666865261264,0.4946764087483487,0.035590277777777735,0.035590277777777735,0.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FOOD\Soup\Image_040.jpg,True,1771260896.3755999,True,1771260891.341856,1771260891.3170369,True,2.918412446975708,1771260890.7784884,1771260890.7784884,1771260890.7784884,False,0.035590277777777735,1771260894.049677,1771260891.4412534,1771260893.0542407,recognition,0.9644097222222223,1771260887.2235022,1771260886.710104,1771260888.274309,1771260887.2505252,1771260896.3003664,1.5416789054870605,stay,1771260896.2855022,1771260894.7360654,False,2,studied,False
True,1771260900.834256,1771260902.5074637,0.75,1.4530281417283253,1771260902.1950684,0.9136878024919323,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.08631219750806773,0.08110386417473436,0.00520833333333337,0.9947916666666666,1.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\BIRD\Hummingbird\Lure_026.jpg,False,1771260908.0563908,True,1771260906.6725013,1771260906.648024,False,2.810793399810791,1771260905.995115,1771260905.995115,1771260905.995115,False,0.9947916666666666,1771260903.221201,1771260900.9024231,1771260902.2080822,recognition,0.9947916666666666,1771260899.7640507,1771260899.2491944,1771260900.816087,1771260899.792087,1771260907.9934773,1.1176128387451172,stay,1771260907.974379,1771260906.8525047,False,3,lure,False
True,1771260912.2784886,1771260914.525857,0.75,2.126554816819071,1771260914.2282782,0.7902897262898482,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.20971027371015183,0.1914811070434852,0.01822916666666663,0.9817708333333334,1.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEHICLE\Bus\Lure_094.jpg,False,1771260919.968706,True,1771260919.09566,1771260919.0771072,False,3.2495388984680176,1771260918.471266,1771260918.471266,1771260918.471266,False,0.9817708333333334,1771260915.2376425,1771260912.3825192,1771260914.2423542,recognition,0.9817708333333334,1771260911.2096298,1771260910.681608,1771260912.259527,1771260911.234144,1771260919.9218943,0.6615397930145264,stay,1771260919.9021807,1771260919.2348359,False,4,lure,False
True,1771260924.2684,1771260925.7987888,0.75,1.1128158037228981,1771260925.4924078,0.8306603707695253,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.16933962923047474,0.15328060145269695,0.01605902777777779,0.9839409722222222,1.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\FRUIT\Blueberry\Lure_043.jpg,False,1771260930.3408663,True,1771260929.3749075,1771260929.358488,False,2.2246506214141846,1771260928.7544167,1771260928.7544167,1771260928.7544167,False,0.9839409722222222,1771260926.5109332,1771260924.3893387,1771260925.504407,recognition,0.9839409722222222,1771260923.1992946,1771260922.68842,1771260924.248683,1771260923.2276106,1771260930.2938187,0.7849416732788086,stay,1771260930.2760744,1771260929.485845,False,5,lure,False
True,1771260934.6119952,1771260936.473049,0.75,1.592042207668632,1771260936.1713135,0.21220468189326916,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.21220468189326916,0.20265607078215805,0.009548611111111101,0.009548611111111101,0.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\biganimal\Cheetah\Image_004.jpg,True,1771260940.5750859,True,1771260939.5290365,1771260939.5091617,False,1.685791015625,1771260938.6624222,1771260938.6624222,1771260938.6624222,False,0.009548611111111101,1771260937.2032886,1771260934.7090652,1771260936.1804183,recognition,0.990451388888889,1771260933.5385947,1771260933.0156767,1771260934.5921571,1771260933.5681014,1771260940.5005996,0.7595949172973633,stay,1771260940.475858,1771260939.7183216,False,6,studied,False
True,1771260947.6190083,1771260950.5837061,0.75,2.89293603959191,1771260950.0108767,0.06277181125209658,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.06277181125209658,0.022841255696541024,0.03993055555555555,0.03993055555555555,0.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\smallobject\Lamp\Image_080.jpg,True,1771260953.169601,True,1771260947.6180084,1771260947.6039515,True,2.597060203552246,1771260946.889067,1771260946.889067,1771260946.889067,False,0.03993055555555555,1771260951.286682,1771260947.6984828,1771260950.0191722,recognition,0.9600694444444444,1771260943.8765576,1771260943.356613,1771260944.9284444,1771260943.9111924,1771260953.0882826,1.0841319561004639,stay,1771260953.0585887,1771260951.9830875,False,7,studied,False
True,1771260960.5417726,1771260962.3235905,0.75,1.5638630564928562,1771260962.0186281,0.02820746203599858,2,2.336991274356842,140.21947646141052,1771260996.8252757,1771260856.6057992,0.02820746203599858,0.01172309351955697,0.03993055555555555,0.03993055555555555,0.0,C:\Users\qasim\Desktop\SocialRecognitionTask\STIMULI\VEGETABLE\Avocado\Image_083.jpg,True,1771260964.4793446,True,1771260960.5417726,1771260960.524377,True,3.1694839000701904,1771260959.353192,1771260959.353192,1771260959.353192,False,0.03993055555555555,1771260963.0352788,1771260960.6117122,1771260962.0337715,recognition,0.9600694444444444,1771260956.1734283,1771260955.6578174,1771260957.2240927,1771260956.2000937,1771260964.392014,0.6454598903656006,stay,1771260964.3708353,1771260963.7286425,False,8,studied,False
